Product code	Product label	Turkey's imports from Israel-Value in 2001	Turkey's imports from Israel-Value in 2002	Turkey's imports from Israel-Value in 2003	Turkey's imports from Israel-Value in 2004	Turkey's imports from Israel-Value in 2005	Turkey's imports from Israel-Value in 2006	Turkey's imports from Israel-Value in 2007	Turkey's imports from Israel-Value in 2008	Turkey's imports from Israel-Value in 2009	Turkey's imports from Israel-Value in 2010	Turkey's imports from Israel-Value in 2011	Turkey's imports from Israel-Value in 2012	Turkey's imports from Israel-Value in 2013	Turkey's imports from Israel-Value in 2014	Turkey's imports from Israel-Value in 2015	Turkey's imports from Israel-Value in 2016	Turkey's imports from Israel-Value in 2017	Israel's exports to world- 	Israel's exports to world-Value in 2001	Israel's exports to world-Value in 2002	Israel's exports to world-Value in 2003	Israel's exports to world-Value in 2004	Israel's exports to world-Value in 2005	Israel's exports to world-Value in 2006	Israel's exports to world-Value in 2007	Israel's exports to world-Value in 2008	Israel's exports to world-Value in 2009	Israel's exports to world-Value in 2010	Israel's exports to world-Value in 2011	Israel's exports to world-Value in 2012	Israel's exports to world-Value in 2013	Israel's exports to world-Value in 2014	Israel's exports to world-Value in 2015	Israel's exports to world-Value in 2016	Israel's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
9016	"Balances of a sensitivity of 50 mg or better, with or without weights"	0	0	0	4	2	0	0	1	0	0	0	2	0	1	2	2	0		30	2	6	2	6	0	0	4	25	2	39	10	48	6	13	30	8		1734	3004	3452	3767	3510	3928	5076	4729	3078	3842	5202	4782	6697	6186	5181	4767	5644	
9505	"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ..."	1	18	89	189	216	21	0	0	0	0	16	18	26	62	0	193	0		170	68	56	63	95	183	261	256	373	1648	907	1028	632	482	656	939	800		1438	1517	3045	5533	5948	4895	5854	7358	5215	9263	32056	25279	25342	28376	32203	21161	24524	
9613	"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof, ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		38	35	16	23	10	20	29	67	7	47	20	15	7	4	1	27	14		8903	8912	10134	14562	18881	20596	19944	19960	21167	25016	25958	28039	29868	31255	30067	26623	27607	
9703	"Original sculptures and statuary, in any material"	0	0	0	0	29	37	1	18	0	14	0	0	11	5	0	13	0		4092	3299	4098	4236	5609	10498	11492	15800	6805	8032	12395	14149	15879	20653	17742	19582	27285		105	164	157	162	133	859	1965	1486	2333	3125	5290	9976	9993	18386	10149	9466	6944	
0104	"Live sheep and goats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		37	0	0	0	9	27	0	0	0	14	0	155	96	650	599	208	0		11	0	0	0	0	0	0	0	123	26920	148016	42605	15687	3745	959	976	37313	
0106	"Live animals (excluding horses, asses, mules, hinnies, bovine animals, swine, sheep, goats, ..."	12	238	135	272	187	186	63	0	56	150	12	8	6	0	0	0	0		3049	0	0	0	0	0	0	7152	6354	6272	8088	6961	9193	11336	11920	13092	15424		725	1015	730	1052	859	1160	1530	2002	1385	1451	2271	2632	2525	3202	3550	3401	3333	
0301	"Live fish"	0	0	0	0	139	0	133	3	0	0	1	0	0	4	1	7	0		5914	6063	8730	0	11439	11820	14758	16593	17296	17937	18116	16851	16375	15972	12491	13042	12849		222	354	458	3167	16503	20573	14742	18739	10105	4486	7942	8150	11976	15733	20462	8649	12697	
0504	"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66		11501	22173	26407	23532	18580	15094	12685	10610	11896	17940	29474	21580	25219	31025	22704	16997	24293	
0509	"Natural sponges of animal origin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	2	4	7	32	26	0	0	0	0	0	0	0	0	0	0	0	
0604	"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ..."	4	0	2	0	0	0	0	0	0	0	0	0	6	5	1	1	0		10897	13675	16195	0	28632	33761	45256	48253	41108	33227	31118	1676	2621	3571	3703	4736	28088		106	406	267	414	511	325	461	495	326	507	451	683	635	719	704	735	713	
0705	"Lettuce "Lactuca sativa" and chicory "Cichorium spp.", fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1362	709	201	0	388	483	719	444	745	483	443	212	73	433	87	51	60		0	3	25	41	0	0	73	1058	122	239	476	930	1040	74	598	140	180	
0710	"Vegetables, uncooked or cooked by steaming or boiling in water, frozen"	16	87	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0		8334	10111	7676	0	13037	15869	20071	18090	10090	6776	7850	3236	2723	1981	4552	36295	27114		365	897	878	3308	2637	1536	4285	11291	10679	15246	26193	13704	11715	14277	11263	6693	4599	
1213	"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	7	294	90	0	10	2802	789	310	221	2532	3060	240	3099	792	31		4	21	20	46	97	17	0	3	26	30	0	591	14188	193	54	31	3818	
1518	"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ..."	0	0	0	0	175	0	0	0	0	0	0	39	0	0	0	0	0		3	6	4	4	5	0	0	0	66	22	25	12	149	242	5	716	951		848	1561	1979	2761	3237	4112	5685	8593	7840	9795	15175	13163	14939	15797	11143	7534	8529	
1901	"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ..."	1	5	0	13	26	15	0	0	0	0	0	0	0	0	0	0	0		1527	1812	2340	3258	7614	10557	7004	7025	6299	6034	4078	4239	4026	4664	4240	4771	3566		18356	16844	28484	32827	41700	55037	69149	86707	76925	83213	104786	111741	129035	136107	134363	126448	134444	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6296	9603	9558	10364	5490	6080	12589	13216	17114	18493	19079	20983	24750	24652	23583	23791	23992		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
2007	"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, ..."	0	0	8	37	4	79	0	0	0	45	18	0	27	0	48	0	0		621	567	490	948	1557	1871	2140	2648	2155	2319	3459	2064	2835	2786	2165	3165	3901		821	1358	1489	2445	6211	5153	7323	11800	4311	7171	8086	7229	5563	5217	12807	9742	8355	
2104	"Soups and broths and preparations therefor; food preparations consisting of finely homogenised ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6742	5612	6214	5634	7076	8361	7223	7847	6638	5618	6278	6516	6820	7721	7249	6172	6188		718	235	211	856	1947	2341	2330	4222	2756	2791	5363	5234	6187	4698	4423	3396	3649	
2401	"Unmanufactured tobacco; tobacco refuse"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	217	0	0	0	0	0	1	0	4	0	0	0	0	0		243369	162087	176911	165947	182045	172137	219986	287678	289876	275522	297879	359985	378574	411040	391657	428532	392897	
1002	"Rye"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0		0	1727	4044	3070	7944	0	3859	5061	270	0	0	1	0	0	0	0	0	
1103	"Cereal groats, meal and pellets"	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0		0	111	67	37	213	1043	1131	1157	3	6	13	7	4	0	3	2	0		31	4	100	78	242	38	211	541	41	180	206	135	167	273	907	264	341	
1109	"Wheat gluten, whether or not dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	2	0	0	0	0	4	0	0	0		646	1215	1444	1225	2189	3492	3576	3236	5370	11565	17104	18766	20969	23466	27320	20312	17429	
2513	"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2	1	0	0	0	339	147	58	104	63	75	48	36	5	0		121	92	152	328	262	125	357	222	240	255	348	608	977	422	722	617	1416	
2520	"Gypsum; anhydrite; plasters consisting of calcined gypsum or calcium sulphate, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		2	6	10	32	33	195	305	107	16	301	79	65	63	5	219	197	87		1148	1263	2109	3059	3644	5127	4405	5478	4644	5657	8889	6670	8019	7779	6173	6203	6793	
2614	"Titanium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	4362	436	0	0	0	2	0	0		1063	2319	2157	5682	4108	3850	5516	5265	3871	5170	10450	14706	10509	7809	7551	5844	6365	
2616	"Precious-metal ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	16	0	0	0	0	0	0	0	0	17	0	2	0	0		0	0	0	1	1	1	15	0	4	11	40	13	8	7	7	2	523	
2705	"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	232	5088	2094	0	144	347	0	0	6	2		0	0	0	0	0	4	9	4	11	16	11	0	2	3	0	0	0	
2716	"Electrical energy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				162280	128215	43453	15683	18208	18204	21519	15488	17245	20455	86565	255377	334202	438826	325171	213614	85501	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		186	5	35	61	357	171	145	14	272	247	459	28	46	106	11	157	57		86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
2822	"Cobalt oxides and hydroxides; commercial cobalt oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	2	22	0	0	0	0	0	0	0	1		944	918	1224	2149	2162	2016	3091	6615	2915	4354	5442	5744	6763	9102	7044	5447	11046	
2824	"Lead oxides; red lead and orange lead"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	2	0	0	0	3	0	1	11	0	0	1	0	0	0	2	1		278	323	514	767	995	1568	2804	3301	1330	3247	4477	3797	3835	3776	5349	5101	6564	
2928	"Organic derivatives of hydrazine or of hydroxylamine"	0	32	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0		0	36	0	4374	12770	11613	13443	14515	19023	12041	11365	9130	6642	7638	5084	9440	7351		4111	5228	8095	6498	5958	4748	5687	6972	7235	7679	6781	6226	7518	7152	6727	7444	7787	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15754	23822	24713	30384	5436	17475	13670	12297	10562	13955	17888	22758	9728	7565	6159	21735	13601		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
3101	"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ..."	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0		1879	408	531	611	542	697	1132	792	364	458	1128	1109	354	432	482	674	669		297	444	804	1936	3091	2455	3468	5560	2771	4037	6023	6237	5568	7087	5857	5741	6640	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	0	0	77	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	25	213	4	0	18	388	0	0	3692	4037	2532	1147	1067	2970		1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
3504	"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ..."	1	3	9	13	4	166	113	29	50	8	11	12	13	13	11	0	0		1035	1454	1090	1060	1101	5218	7554	10601	17821	18651	21771	22866	14696	6087	6380	5620	5302		1484	1568	2091	3245	4050	7432	8990	14018	19561	34403	24565	19600	16462	13485	8384	5498	3828	
3806	"Rosin, resin acids and derivatives thereof; rosin spirit and rosin oils; run gums"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	12	0	0	4	16	13	0	7	32	28	86	62		7396	9398	9852	14066	16056	22052	21592	22489	18795	33855	56860	43148	44367	55137	47523	41644	45170	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	4	0	0	0	0	1	0	1	1	0	0	0		253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	5	4	5	0	0	2	0	19	0	0	0	0	52	0	0	0	0		72	64	36	57	227	395	541	968	980	2082	1685	789	690	17	9	0	37		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
4403	"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	81	152	25	1	0	0	103	204	51	2	20	0	12	0	0	0		66509	78408	100732	172825	208316	229455	254091	210506	113160	146994	175003	146782	107556	103788	89696	62218	33431	
4405	"Wood wool; wood flour "wood powder able to pass through a fine", 0,63 mm mesh, sieve with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		47	95	156	224	329	2233	2398	6343	1432	1987	3669	2633	2167	161	128	44	96	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	81	0	6	0	0	0	0	0	0	0	0	0	9	0	0	2	0		2	1	7	120	66	32	78	103	118	124	165	512	134	245	128	430	290		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
4412	"Plywood, veneered panel and similar laminated wood (excluding sheets of compressed wood, cellular ..."	10	0	0	11	24	0	11	3	0	0	1	0	0	0	27	0	0		4936	37	34	128	144	72	24	54	215	171	100	85	49	202	272	391	109		8391	12209	21919	39863	65268	90672	110367	126214	69863	179878	272389	298861	325750	335490	311830	310815	269012	
4420	"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ..."	7	0	0	1	0	0	1	8	1	0	1	0	0	1	0	1	0		182	673	638	455	269	531	343	7352	1327	1554	1555	1259	1085	1485	1268	1774	2341		1025	1007	1910	3790	5265	6022	6434	7364	6517	8691	10954	8586	10372	9158	7895	5585	5360	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	97	326	0	0	14		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
3823	"Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols"	0	0	7	0	0	796	0	0	0	0	0	93	0	0	0	0	0		0	0	0	0	0	0	0	10231	20225	16901	15509	11522	6639	4973	8724	3819	3535		12384	18702	28989	38249	38361	42419	57586	73162	58599	85787	115136	117302	103988	114712	93477	100429	108255	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	0	72	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0		181	109	93	40	0	1	0	380	909	706	761	266	349	162	68	178	265		124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	1570	1952	2140	1879	3147	4526	2388	138	0	1	17	28	0	0	0	0	0		32353	41582	44429	7879	8566	7902	9016	14074	4803	5327	4266	6459	5851	10838	3997	284	290		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0		99	120	4	422	357	119	61	2236	1045	997	1769	3866	2769	4684	4011	3301	3465		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		412	525	576	1154	888	637	617	200	335	19	0	0	266	45	0	0	0		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
5307	"Yarn of jute or of other textile bast fibres of heading 5303"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	4	0	26	0	0		22600	32872	39246	63467	75914	99430	97708	115166	104193	206932	194671	198207	183508	207386	197713	183707	266864	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	0	0	24	29	63	0	0	0	0	0	0	0	0	0	0	0	0		29	13	91	1	283	1	0	3	26	44	17	0	3	0	53	2	57		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
5701	"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ..."	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0		75	74	172	95	188	356	141	174	29	181	261	219	216	454	33	41	119		27797	25447	29246	40124	55387	83672	109902	122329	89382	111617	110970	104804	100034	94097	30164	9326	5393	
5806	"Narrow woven fabrics of textile materials, with a width of <= 30 cm (excluding labels, badges ..."	17	0	1	7	0	2	2	4	5	1	2	0	2	0	13	7	0		256	200	509	1166	4636	1453	2385	1360	261	540	519	381	172	79	256	2	25		14685	23519	28294	34529	34391	36349	41483	41745	34353	47611	51735	49275	56735	56606	52985	57327	63428	
5808	"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ..."	0	0	0	1	0	0	0	9	13	5	0	0	0	0	0	0	0		13	54	0	1	28	0	2	14	3	56	9	17	14	15	123	981	4		1769	1854	2614	3289	3919	3375	3388	4746	12622	21627	22099	13185	9611	10046	10103	6458	8153	
6107	"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ..."	4	34	41	51	24	81	45	8	4	11	0	0	4	0	2	0	0		85640	95449	73880	95930	73307	47392	33562	35629	16506	26838	10673	6991	4650	4560	4373	4778	3537		1166	944	1849	2263	2393	2791	7202	9225	6463	7535	9729	6874	8843	11940	11513	8878	8755	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	0	0	0	0	0	0	0	0	0	0	0	55	170	198	22	0	0		33	4	0	0	139	0	322	186	32	225	313	490	103	19	0	8	2		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
4006	"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ..."	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	340	767	77	69	87	472	42	58	86	136	86	109	104	48	93	43		2629	3002	2306	3113	3282	4041	5267	5497	5038	5166	9245	8537	8208	7371	6084	5724	5806	
5001	"Silkworm cocoons suitable for reeling"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	4	14	2	0	0	0	0	0		2	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	
5104	"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	43	0	0	3	0	0	0	0	0		0	0	8	4	0	0	0	171	155	140	0	0	0	0	10	15	1	
6205	"Men's or boys' shirts (excluding knitted or crocheted, nightshirts, singlets and other vests)"	1	5	11	1	12	53	24	24	24	0	20	71	15	0	80	0	0		1174	703	411	856	50	439	747	512	65	295	160	308	241	98	261	35	36		6915	7007	10324	18329	18555	26873	46390	88263	96536	139380	157672	122271	173646	176698	169435	122225	91126	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	0	13	3	0	2	11	11	50	54	89	82	55	66	15	1	0	0		5450	7730	13549	9486	5328	4551	2323	2163	360	1200	1742	1408	1520	1223	1587	1110	628		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0		2	17	0	31	2	1	7	40	6	9	3	33	241	159	42	15	210		2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		46	467	137	346	763	788	508	768	528	375	172	404	128	3	53	295	214		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
6813	"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ..."	1	64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	4	250	1176	834	1028	0	2	17	22	2	2	21	8	0	2	27		7194	11877	18438	24550	26645	32312	42840	44513	37335	46050	58122	36706	35687	33771	34373	32477	34545	
6815	"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ..."	0	0	0	0	0	0	0	0	8	1	4	0	0	0	0	0	0		11	7	83	4672	2957	1111	861	1131	659	262	799	551	2001	2115	1478	1222	951		3857	5714	10048	8493	9114	11235	14222	19126	18345	29280	46951	45139	38672	55950	60766	68308	79206	
6908	"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ..."	0	44	0	0	0	1	8	26	25	0	10	0	56	2	1	2	0		524	749	1342	2255	941	1208	1175	1594	1568	1696	1771	1939	769	1400	501	364	0		7409	8147	8354	21358	31505	43040	36602	34692	20196	27769	36562	35100	54524	54613	39688	33331	0	
6913	"Statuettes and other ornamental ceramic articles, n.e.s."	2	0	1	0	0	0	5	0	0	2	0	1	2	1	0	1	0		221	127	112	239	4422	698	295	360	986	290	177	562	367	266	336	372	260		2550	5213	7099	10365	9367	10325	9761	12519	11246	19989	25305	18174	21770	22727	19668	11116	8579	
7002	"Glass in balls, rods or tubes, unworked (excluding glass microspheres <= 1 mm in diameter, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1232	515	2313	4394	3196	4713	1	526	4007	32	2	34	80	29	46	514	511		10974	8684	9451	11202	11907	11763	12575	12617	10891	10245	10785	8537	9200	9344	7493	10305	9640	
7004	"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ..."	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8	7	0	48	1	46	69	26	44	47	16	47	51	44	32	143		1124	1459	819	1251	1607	1288	1320	1577	804	1069	1620	1060	1885	1972	1361	1337	1583	
7114	"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal ..."	1	9	4	0	0	0	1	12	5	4	0	15	0	39	0	0	0		1715	4617	3924	5265	9769	17170	17088	22667	25894	23766	33162	25427	24939	26228	26161	30882	33504		893	800	554	941	556	1025	1467	1315	1119	930	906	1073	1710	874	529	1156	1383	
7116	"Articles of natural or cultured pearls, precious or semi-precious stones "natural, synthetic ..."	0	1	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0		31	81	100	99	78	124	30	47	205	205	432	197	145	561	230	212	53		109	140	137	369	388	445	794	1025	849	2554	2784	1854	1597	1608	1995	2224	1668	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		520	344	811	981	3313	1075	1090	470	674	528	213	94	4	37	23	0	840		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
7220	"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	111	4	1	0	0	0	1	0	1	0	0	0	0		503	1155	69	91	132	277	1459	1440	347	141	355	305	2541	20	7	7	434		23247	32423	49838	79038	97549	114822	140516	131757	88742	122248	134685	118804	107459	129929	103484	99209	129340	
7223	"Wire of stainless steel, in coils (excluding bars and rods)"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0		0	9	5	10	0	0	0	49	135	40	89	12	45	36	17	5	6		5575	8659	11579	14606	18407	21209	36952	33900	17988	30314	38336	34428	34881	38388	36015	31549	38954	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	0	25	2	5	0	0	0	1	0	0	1	0	0	0	0	0	0		255	879	817	1044	980	238	119	495	399	222	270	351	729	706	152	75	307		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
7406	"Powders and flakes, of copper (excluding grains of copper and spangles of heading 8308)"	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0		1410	940	995	1839	2171	10772	5999	4977	2647	8865	27022	22578	19376	11824	4214	4435	6632		1019	1515	1975	2658	2687	3538	3630	4857	3006	4619	5277	4808	5506	5015	4523	3543	4626	
7408	"Copper wire (excluding surgical sutures, stranded wire, cables, plaited bands and the like ..."	0	5	1	42	0	0	0	0	0	4	0	40	16	0	0	0	0		319	8	112	450	16	220	859	224	1287	5431	6971	4919	4373	2272	26	33	78		24274	17925	20084	89347	138417	272277	375050	483792	277025	313089	536020	591825	574890	574513	303950	292204	402693	
7506	"Plates, sheets, strip and foil, of nickel (excluding expanded plates, sheets or strip)"	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0		74	13	1823	1089	36	0	6	506	5	9	1	0	0	15	30	53	72		3420	3276	5000	7240	10033	13146	16359	17831	11246	12295	13481	12480	7897	7734	7966	6517	4987	
7903	"Zinc dust, powders and flakes (excluding grains of zinc, and spangles of heading 8308)"	2	4	0	0	5	100	12	4	19	31	19	60	14	0	0	0	0		231	109	330	420	412	1689	898	480	1386	1785	657	544	590	588	344	2187	873		484	484	566	1081	1180	4160	4969	3244	2113	2203	3116	4089	3884	5137	5942	4714	4906	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	0	0	0	0	0	0	1	0	3	1	1	2	0	0	0	0	0		45	100	45	2	62	39	66	3	26	76	9	190	25	501	733	18	131		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
8416	"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ..."	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		24	62	44	169	2	10	50	2	35	276	286	193	13	55	385	12	435		10507	35138	32198	28341	34769	41480	45698	52804	33522	39521	52840	53067	80585	64182	50033	48770	67207	
