Product code	Product label	Turkey's imports from Czech Republic-Value in 2001	Turkey's imports from Czech Republic-Value in 2002	Turkey's imports from Czech Republic-Value in 2003	Turkey's imports from Czech Republic-Value in 2004	Turkey's imports from Czech Republic-Value in 2005	Turkey's imports from Czech Republic-Value in 2006	Turkey's imports from Czech Republic-Value in 2007	Turkey's imports from Czech Republic-Value in 2008	Turkey's imports from Czech Republic-Value in 2009	Turkey's imports from Czech Republic-Value in 2010	Turkey's imports from Czech Republic-Value in 2011	Turkey's imports from Czech Republic-Value in 2012	Turkey's imports from Czech Republic-Value in 2013	Turkey's imports from Czech Republic-Value in 2014	Turkey's imports from Czech Republic-Value in 2015	Turkey's imports from Czech Republic-Value in 2016	Turkey's imports from Czech Republic-Value in 2017	Czech Republic's exports to world- 	Czech Republic's exports to world-Value in 2001	Czech Republic's exports to world-Value in 2002	Czech Republic's exports to world-Value in 2003	Czech Republic's exports to world-Value in 2004	Czech Republic's exports to world-Value in 2005	Czech Republic's exports to world-Value in 2006	Czech Republic's exports to world-Value in 2007	Czech Republic's exports to world-Value in 2008	Czech Republic's exports to world-Value in 2009	Czech Republic's exports to world-Value in 2010	Czech Republic's exports to world-Value in 2011	Czech Republic's exports to world-Value in 2012	Czech Republic's exports to world-Value in 2013	Czech Republic's exports to world-Value in 2014	Czech Republic's exports to world-Value in 2015	Czech Republic's exports to world-Value in 2016	Czech Republic's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
1213	"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		89	31	42	54	58	102	299	584	527	652	2884	1312	1478	1162	1595	1606	1805		4	21	20	46	97	17	0	3	26	30	0	591	14188	193	54	31	3818	
1518	"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		649	784	785	358	792	1463	1044	13292	43466	5368	6757	13287	10051	10377	13343	21727	18050		848	1561	1979	2761	3237	4112	5685	8593	7840	9795	15175	13163	14939	15797	11143	7534	8529	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	0	0	0	0	0	0	0	0	5	0	59	0	0	0	0	0	0		80	80	72	126	2872	224	324	483	354	50	293	159	17	39	37	33	72		86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
2822	"Cobalt oxides and hydroxides; commercial cobalt oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	27	28	78	74	424	267	26	9	17	12	143	857	856	977	546	2		944	918	1224	2149	2162	2016	3091	6615	2915	4354	5442	5744	6763	9102	7044	5447	11046	
2824	"Lead oxides; red lead and orange lead"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		24	15	365	884	1113	294	236	407	827	1369	873	86	177	176	104	294	268		278	323	514	767	995	1568	2804	3301	1330	3247	4477	3797	3835	3776	5349	5101	6564	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2590	3656	4373	5460	12653	13513	17686	21223	20859	20725	38228	33678	36157	40820	31776	33076	35447		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
2928	"Organic derivatives of hydrazine or of hydroxylamine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4763	19359	6381	5555	5769	1780	1542	1147	112	714	879	982	1310	734	1500	1894	1535		4111	5228	8095	6498	5958	4748	5687	6972	7235	7679	6781	6226	7518	7152	6727	7444	7787	
3101	"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ..."	0	0	0	0	0	49	53	0	0	0	0	0	0	0	0	0	0		22	300	360	518	379	575	1880	2143	812	1574	2119	2055	2875	4907	8168	9424	5697		297	444	804	1936	3091	2455	3468	5560	2771	4037	6023	6237	5568	7087	5857	5741	6640	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1438	970	724	205	127	49	65	54	52	35	51	20	218	56	702	572	435		1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
3821	"Prepared culture media for the development or maintenance of micro-organisms "incl. viruses ..."	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		539	951	1419	1641	2576	3133	4167	1826	1237	1357	1172	1262	1418	852	2997	6032	11039		2892	4184	4711	6156	6336	7970	8792	12020	11877	12761	14312	15529	18193	20034	18748	17669	19097	
4006	"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ..."	0	5	0	2	0	1	3	8	3	1	0	0	21	7	6	110	0		546	1465	1249	793	1669	781	2119	1706	821	818	1690	2086	3546	3900	2483	1394	1697		2629	3002	2306	3113	3282	4041	5267	5497	5038	5166	9245	8537	8208	7371	6084	5724	5806	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	4	0	0	0	0	0	11	18	0	0	0	0	3	2	4	4		253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	0	0	5	0	52	0	9	0	9	8	12	0	53	1	2	0	0		7156	6450	4039	3472	2424	3624	3782	4097	2025	2305	2493	3350	2841	2413	2697	2150	1724		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
4403	"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		97956	319536	178275	172261	181289	215342	259222	243760	258169	327146	417340	399594	512481	500271	406112	481374	525280		66509	78408	100732	172825	208316	229455	254091	210506	113160	146994	175003	146782	107556	103788	89696	62218	33431	
4405	"Wood wool; wood flour "wood powder able to pass through a fine", 0,63 mm mesh, sieve with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		408	528	891	848	693	759	1239	1786	1861	1516	3163	3484	5419	3902	2534	1936	2300		47	95	156	224	329	2233	2398	6343	1432	1987	3669	2633	2167	161	128	44	96	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	291	586	0	0	877	0	0	17	114	0	0	0	69	0	0	0	0		40905	37008	43448	45088	51756	56658	75205	70845	73977	104524	103181	82546	76886	26797	13311	6575	2925		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
4707	"Recovered "waste and scrap" paper or paperboard (excluding paper wool)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6885	11236	13488	18508	19458	28135	47769	66277	46493	91482	121154	101376	107895	109691	102436	116575	139864		6986	23815	12211	9412	5482	8984	4631	15334	11526	17277	16100	8991	13198	33277	47526	73192	145881	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	585	0	0	1120	275	2877	0	933	0	0	0	0	0	0	0	0	0		35645	45345	32766	36499	40416	47584	49669	22679	946	1160	2068	1056	1334	1398	1130	1273	1322		124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	0	0	0	0	0	0	0	6	0	8	0	0	2	0	0	0	0		898	1878	4468	2263	2339	2348	2914	4454	3889	2842	2311	1623	2025	4193	3092	2982	2762		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	0	0	0	0	0	0	1	3	1	6	262	6	13	4	0	0	0		11159	15143	10769	3789	2630	8628	7887	9135	5760	6305	4379	11431	4534	4891	1078	417	411		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
5001	"Silkworm cocoons suitable for reeling"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	
5104	"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	6	26	2	13	0	0	0	0	0	0	0	0	0	0	0	0		0	0	8	4	0	0	0	171	155	140	0	0	0	0	10	15	1	
5201	"Cotton, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		968	993	2284	1812	3862	1839	2399	11138	6622	759	214	81	93	48	44	35	366		497301	492620	667313	836428	908201	969759	1277700	1000136	1002940	1720010	1849973	1274929	1681402	1750112	1232451	1238673	1676281	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		722	814	911	935	924	1172	1078	1387	1071	687	624	779	455	492	329	403	866		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
5307	"Yarn of jute or of other textile bast fibres of heading 5303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		46	80	75	29	56	59	44	189	86	76	324	211	175	63	16	10	12		22600	32872	39246	63467	75914	99430	97708	115166	104193	206932	194671	198207	183508	207386	197713	183707	266864	
5701	"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ..."	0	0	0	0	0	0	0	137	270	0	0	119	62	81	0	0	0		91	139	79	301	82	713	1185	487	84	1332	2256	2567	4091	1840	797	737	1109		27797	25447	29246	40124	55387	83672	109902	122329	89382	111617	110970	104804	100034	94097	30164	9326	5393	
5808	"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ..."	0	5	0	314	457	12	13	0	0	0	0	0	0	2	5	0	0		1283	1381	1580	1945	2310	2617	2534	2202	2272	1862	2904	2849	2746	2831	2307	1927	1942		1769	1854	2614	3289	3919	3375	3388	4746	12622	21627	22099	13185	9611	10046	10103	6458	8153	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	9	0	2	1	1	0	2	0	0	0	1	1	0	1	0	0	0		4727	4281	7682	6689	3967	5145	5344	7366	4938	4366	4922	5526	5820	7369	5536	6320	6407		2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
6908	"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ..."	0	0	0	0	0	0	0	9	29	6	18	6	4	0	21	0	0		50779	56133	67756	62966	41132	86830	95011	101046	80164	80909	98481	87839	98764	117515	102176	102115	0		7409	8147	8354	21358	31505	43040	36602	34692	20196	27769	36562	35100	54524	54613	39688	33331	0	
7004	"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ..."	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0		1029	1045	958	1076	1007	925	1231	1475	850	825	1752	2391	3118	2799	2499	2440	2474		1124	1459	819	1251	1607	1288	1320	1577	804	1069	1620	1060	1885	1972	1361	1337	1583	
7106	"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, ..."	0	0	0	0	0	0	0	0	0	0	0	4474	26085	31988	302	0	0		24074	26843	33846	43305	11087	47329	52155	65399	39699	50934	115830	195553	127724	136411	30384	26196	21778		10720	23635	29411	51163	55700	48345	54011	47109	13952	28373	160096	215787	202856	174544	161538	163536	147411	
7114	"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal ..."	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0		774	701	123	32	110	156	264	260	211	179	279	486	621	285	310	2363	9408		893	800	554	941	556	1025	1467	1315	1119	930	906	1073	1710	874	529	1156	1383	
7116	"Articles of natural or cultured pearls, precious or semi-precious stones "natural, synthetic ..."	0	0	0	0	3	8	0	1	0	0	0	0	0	0	1	0	0		130	78	95	127	33	104	180	250	413	410	267	197	851	1695	1340	1252	1952		109	140	137	369	388	445	794	1025	849	2554	2784	1854	1597	1608	1995	2224	1668	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		11639	12988	10648	25973	28649	34350	62501	80902	13533	20776	24456	10502	8014	7900	6514	4095	2086		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
7406	"Powders and flakes, of copper (excluding grains of copper and spangles of heading 8308)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	70	31	50	20	62	113	108	226	42	9	16	113	37	289	495	583		1019	1515	1975	2658	2687	3538	3630	4857	3006	4619	5277	4808	5506	5015	4523	3543	4626	
7506	"Plates, sheets, strip and foil, of nickel (excluding expanded plates, sheets or strip)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		924	577	355	1422	1674	2656	5342	5199	1212	1228	4549	27194	26133	34525	3063	2979	1145		3420	3276	5000	7240	10033	13146	16359	17831	11246	12295	13481	12480	7897	7734	7966	6517	4987	
7903	"Zinc dust, powders and flakes (excluding grains of zinc, and spangles of heading 8308)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17	24	37	126	122	239	299	62	54	183	82	53	300	1016	778	536	1427		484	484	566	1081	1180	4160	4969	3244	2113	2203	3116	4089	3884	5137	5942	4714	4906	
8426	"Ships' derricks; cranes, incl. cable cranes (excluding wheel-mounted cranes and vehicle cranes ..."	344	0	0	0	0	12	4576	2176	456	88	359	0	229	64	254	468	0		5627	9150	11979	22472	53072	44033	78531	97309	75768	59326	57847	27678	48083	36655	45427	69245	81449		50837	49077	47512	114935	98559	165479	274299	255363	188173	164583	174605	220142	328321	323232	433066	271208	132317	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	32	0	0	0	0	0	48	49	11	26	38	1	0	1	0	5	0		22278	0	0	0	0	0	23709	23825	22175	17134	20233	19926	22211	28614	36373	54797	75533		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
8706	"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ..."	0	0	0	0	9	30	26	0	0	61	0	0	0	0	0	0	0		1310	1065	1350	1516	1125	1008	378	955	1177	417	1200	1359	4445	7468	10189	6769	15691		1098	779	4455	3969	3727	1692	2542	5480	234	841	1967	425	10532	6456	1726	4977	3971	
8903	"Yachts and other vessels for pleasure or sports; rowing boats and canoes"	0	0	0	0	22	0	0	33	0	19	58	0	26	63	65	4	0		3420	3627	4727	5306	5715	6582	9435	11270	7537	6840	19478	7179	10522	9784	8577	10634	9590		16957	17179	10045	7688	19613	26704	31537	28641	510062	38222	54642	19333	59449	27810	30736	33346	1754451	
9112	"Clock and watch cases and parts thereof, n.e.s. (excluding for wrist-watches, pocket-watches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		162	75	133	237	108	175	82	221	1	1	5	4	2	2	15	42	52		41	105	97	112	155	188	127	158	35	137	95	189	175	268	151	211	105	
9114	"Clock or watch parts, n.e.s."	4	0	8	8	8	0	7	0	1	0	0	0	1	0	0	0	0		1758	812	636	919	990	741	777	1240	992	1336	1451	1738	1573	1172	1135	1685	1909		576	1335	526	516	969	944	1209	1091	1009	1128	1440	1342	1608	1972	1530	1632	1522	
9203	"Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		947	930	247	665	109	1	0	0	0	0	0	0	0	0	0	0	0		6	4	47	0	7	2	0	0	0	0	0	0	0	0	0	0	0	
9010	"Apparatus and equipment for photographic or cinematographic laboratories, not elsewhere specified ..."	16	30	34	93	30	21	29	32	15	5	12	15	15	1	2	4	0		5516	7204	10932	10891	9594	7710	8261	8982	6639	9529	12973	4792	4428	3557	2883	2269	2516		15857	20420	35854	53052	45644	24831	22164	18587	13167	11797	10684	9090	7476	7826	4593	3436	2866	
9208	"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ..."	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0		24	46	17	20	14	49	121	30	64	54	57	1185	44	90	77	170	223		153	278	271	359	289	430	398	351	319	534	859	592	651	615	783	630	1219	
9615	"Combs, hair-slides and the like; hairpins; curling pins, curling grips, hair-curlers and the ..."	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		1678	1998	1435	1235	1378	1218	1844	1783	1306	1474	1457	1382	1308	1601	1518	3427	5095		3788	5056	5383	7545	9858	9791	16169	36223	25120	27088	33079	26561	25582	25295	17283	16329	17207	
9705	"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		184	216	268	313	396	1125	561	338	217	533	1234	1542	2339	912	1304	2909	2642		7514	82	523	196	324	286	1040	134	218	817	2534	3116	1069	616	862	1015	469	
9617	"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)"	0	0	0	1	1	12	1	22	0	6	48	4	3	2	0	2	1		4065	3214	2681	2723	4569	5135	6112	6098	6694	7032	8385	6547	4731	5471	5625	4711	5100		1893	2466	4442	5528	4838	6688	8493	9075	5206	8156	14520	14086	17043	13986	17024	18238	19420	
7220	"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	0	53	81	0	46	89	20	3	17	6	8	6	1		1626	2416	3808	4048	4837	8893	11804	11369	12758	10536	14867	15847	19604	17269	9757	11429	10909		23247	32423	49838	79038	97549	114822	140516	131757	88742	122248	134685	118804	107459	129929	103484	99209	129340	
6913	"Statuettes and other ornamental ceramic articles, n.e.s."	0	0	0	8	13	2	24	36	1	12	8	1	2	5	0	1	1		4652	4159	5435	4907	5066	4539	4636	4501	3060	3087	2740	4515	4691	4749	4225	3417	3928		2550	5213	7099	10365	9367	10325	9761	12519	11246	19989	25305	18174	21770	22727	19668	11116	8579	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	0	0	81	0	12	0	0	0	0	0	1	2	0	0	0	1		3791	4516	6011	7301	9823	12731	16675	18322	12340	11608	14672	14386	13668	16393	17181	19198	21836		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	0	0	0	0	0	0	2	6	3	0	0	0	0	0	0	1	1		2135	2876	4530	2367	3312	4365	4708	5164	5094	5088	5998	8143	29014	11147	6306	26061	23782		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
8486	"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor ..."	0	0	0	0	0	0	0	0	0	0	63	13	47	2	0	62	1		0	0	0	0	0	0	5402	15722	14097	7147	15714	6548	6586	8961	30452	48557	44274		0	0	0	0	0	0	4361	12491	15702	7167	7595	17404	27766	26519	13480	13096	26893	
7006	"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ..."	0	0	0	0	0	0	0	2	0	10	0	0	3	67	72	24	1		14234	13439	16323	21284	23579	29155	37199	43548	38523	43837	53953	68700	39244	36412	29848	28490	30335		2454	4050	6279	9224	13480	14942	16838	19399	16295	19005	23127	22478	22933	25694	21778	25445	32403	
6704	"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ..."	6	7	0	0	0	0	0	3	0	5	49	66	54	10	7	12	1		167	112	118	364	526	989	1090	1721	1536	810	1281	1172	1199	1180	1304	1322	1990		346	390	566	790	1329	1926	3093	3183	2314	2675	3081	4734	4708	5327	4470	4297	5259	
4817	"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ..."	0	0	0	5	0	0	2	51	20	0	0	0	0	0	0	0	1		6935	10270	7672	13772	15851	17537	27771	31248	35189	37996	38965	33866	32546	37046	30206	30255	29982		112	120	119	241	457	2873	2161	713	683	1065	1224	1170	1244	1136	991	679	682	
3211	"Prepared driers"	0	0	0	0	0	0	1	0	1	1	3	1	1	2	2	0	1		64	79	79	72	77	247	304	406	253	273	394	483	485	483	467	588	393		307	487	129	131	209	317	481	1310	1743	1547	2281	1501	1376	1485	1076	778	839	
3213	"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ..."	4	0	0	17	17	22	6	7	13	15	29	3	15	50	16	0	1		2930	2642	3619	2994	2939	3389	3028	3753	3119	3113	3151	3224	3573	3682	2712	2527	2609		1386	2443	2999	3464	4090	4954	4555	5376	4011	5072	5863	4884	5641	5001	4500	4324	4333	
8476	"Automatic goods-vending machines, e.g. postage stamp, cigarette, food or beverage machines, ..."	0	0	0	0	4	0	0	0	91	0	0	0	0	0	0	0	1		2378	1763	3788	2815	3394	3858	7534	13276	8323	9120	10574	15074	14426	19261	16456	23159	27037		3394	1237	1161	4154	6531	6444	11621	14585	8338	9908	9669	8065	9645	7572	6837	7207	9015	
2834	"Nitrites; nitrates"	0	0	0	0	0	0	0	0	0	20	0	10	0	0	0	0	1		705	711	706	462	509	822	1082	2214	771	2546	3427	3080	1067	1296	1147	1048	909		2874	7115	7526	9276	16179	20734	20078	28771	25671	40256	43563	42645	33403	44038	35408	37537	33719	
5902	"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose ..."	0	74	607	668	388	0	0	112	5	0	0	7	0	0	60	0	1		39043	37514	50299	56053	72248	91473	111064	106362	48519	42919	58618	54083	45809	51706	56012	57537	63883		17539	14650	14449	11909	15272	17284	29288	42537	36821	55474	67519	51533	49676	60681	50422	43163	47443	
4908	"Transfers "decalcomanias""	2	0	0	0	0	0	1	6	4	0	5	3	5	4	1	0	1		860	819	872	1484	1289	671	1097	1430	1047	1183	1641	1717	1962	1702	1294	1120	872		8804	13965	16514	19420	18977	17223	17881	16834	11782	12045	17064	20782	27876	30417	21046	18598	14320	
5501	"Synthetic filament tow as specified in Note 1 to chapter 55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		1612	1959	2676	2480	1233	463	501	718	1025	1392	1127	1488	1614	1900	1323	1758	1820		46191	93462	95649	107523	118722	126490	121888	133384	94370	129394	129876	146794	143517	145140	98592	99956	125455	
4407	"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ..."	0	0	0	0	0	0	22	1199	268	18	0	17	38	20	0	23	1		196070	188099	244675	307404	317358	358437	467171	460386	392147	409156	427983	432713	441336	471969	357152	344070	405964		21539	25839	27641	46722	66032	99675	113248	159720	99440	132290	210967	222298	238438	278957	281418	236491	240147	
4818	"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ..."	873	0	0	14	22	0	1	16	0	50	60	1	0	5	0	0	1		84873	132526	178953	204585	262327	328065	470518	522545	502636	486498	526569	31593	40489	41912	36448	34221	32601		26394	23589	25639	28307	37131	40216	42664	50614	72790	67500	79322	27999	25787	25698	18533	15973	17186	
3702	"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ..."	1	1	1	0	0	0	0	1	0	47	0	7	1	3	1	0	1		3532	3694	3927	7020	7339	6572	5701	3736	5172	4697	5932	4703	3957	3512	4384	4053	4041		29151	34602	35870	38904	36257	34369	31452	31537	22932	21482	18442	15595	15589	9086	6045	4302	4490	
2926	"Nitrile-function compounds"	0	1	1	0	0	0	0	0	0	1	0	0	0	1	3	0	1		2526	32060	6403	10319	12297	2400	958	459	254	231	253	223	246	232	260	599	1181		4098	6178	7099	7340	7296	8402	8419	13432	11204	15247	19407	15729	16502	22803	21449	23602	29236	
8506	"Primary cells and primary batteries, electrical; parts thereof (excluding spent)"	0	0	0	0	6	0	0	0	0	0	1	0	0	2	3	0	1		13371	14902	14464	14932	12247	20981	39953	38928	31004	51569	47791	46083	44965	46948	84082	79538	48130		18149	24571	25050	35360	39585	41658	48348	50265	41592	53897	62410	57483	61066	62863	54890	52168	52086	
7907	"Articles of zinc, n.e.s."	21	12	0	0	0	1	4	1	2	6	5	3	0	2	0	18	1		8124	10022	12103	15131	16686	24208	37588	38963	24325	31629	42044	37370	39256	46865	40954	33046	39895		8224	1348	3274	6413	7289	6158	5104	7056	4195	5121	7296	6327	7753	7157	6946	7272	9726	
4015	"Articles of apparel and clothing accessories, incl. gloves, mittens and mitts, for all purposes, ..."	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	1		16126	15090	16662	16197	16283	16056	12404	4912	4793	5348	6044	6821	8647	9462	16735	7761	10333		7436	10530	11169	22453	22511	30608	45747	48461	54963	76639	104993	108755	109230	109732	126392	136154	156584	
3814	"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ..."	0	0	0	1	0	0	0	0	0	0	6	2	10	11	7	24	1		1210	1377	1866	3514	3410	3907	4679	6480	7227	4989	7056	5234	7961	8149	7960	11477	10074		3325	4864	7367	8790	9508	10918	15593	20325	15189	17419	33138	21617	22648	23205	20344	18713	19470	
2850	"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ..."	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1		1223	3427	2810	3274	1766	2587	4669	5035	2727	4882	3764	3563	3901	6090	5836	6328	6449		147	177	228	234	317	345	440	277	678	851	874	553	1228	1190	1009	1186	1378	
8513	"Portable electric lamps designed to function by their own source of energy, e.g. dry batteries, ..."	0	0	6	34	15	24	37	31	3	0	0	1	0	1	1	0	1		1566	1929	2101	3456	3555	3707	4524	5303	3478	3289	4688	5452	5120	6624	8142	13591	16984		3732	2617	5775	6325	6741	9371	13153	12474	6806	12351	14515	16011	16809	15487	13973	10118	11135	
7411	"Copper tubes and pipes"	0	0	0	1	0	9	0	3	3	9	6	15	3	9	26	3	1		5016	1709	1967	3461	4822	10595	6995	12097	9932	14400	8384	7536	6492	8623	20797	19533	10868		13663	18204	25716	49938	53300	109338	148973	151653	76629	127538	172700	149029	156512	143851	145433	124421	152013	
5704	"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up"	0	0	0	0	0	0	0	0	0	414	584	106	2	3	2	2	1		618	1645	1567	2967	4317	5941	4839	7090	7678	8299	7473	6459	11075	12422	10219	10292	13218		1075	1364	2391	4814	3959	3893	4185	3824	3164	3667	5941	4801	4018	3317	3515	5017	4708	
4816	"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1		1090	3000	3314	577	543	463	976	1486	1185	1217	935	759	809	650	1689	2437	2746		4185	5964	7692	11269	13607	13139	18383	17675	10342	14684	14688	15982	13789	13134	12204	11626	16475	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1		1015	738	719	1205	753	1453	1300	387	220	132	151	262	348	281	11	6	7		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
