Product code	Product label	Turkey's imports from Malaysia-Value in 2001	Turkey's imports from Malaysia-Value in 2002	Turkey's imports from Malaysia-Value in 2003	Turkey's imports from Malaysia-Value in 2004	Turkey's imports from Malaysia-Value in 2005	Turkey's imports from Malaysia-Value in 2006	Turkey's imports from Malaysia-Value in 2007	Turkey's imports from Malaysia-Value in 2008	Turkey's imports from Malaysia-Value in 2009	Turkey's imports from Malaysia-Value in 2010	Turkey's imports from Malaysia-Value in 2011	Turkey's imports from Malaysia-Value in 2012	Turkey's imports from Malaysia-Value in 2013	Turkey's imports from Malaysia-Value in 2014	Turkey's imports from Malaysia-Value in 2015	Turkey's imports from Malaysia-Value in 2016	Turkey's imports from Malaysia-Value in 2017	Malaysia's exports to world- 	Malaysia's exports to world-Value in 2001	Malaysia's exports to world-Value in 2002	Malaysia's exports to world-Value in 2003	Malaysia's exports to world-Value in 2004	Malaysia's exports to world-Value in 2005	Malaysia's exports to world-Value in 2006	Malaysia's exports to world-Value in 2007	Malaysia's exports to world-Value in 2008	Malaysia's exports to world-Value in 2009	Malaysia's exports to world-Value in 2010	Malaysia's exports to world-Value in 2011	Malaysia's exports to world-Value in 2012	Malaysia's exports to world-Value in 2013	Malaysia's exports to world-Value in 2014	Malaysia's exports to world-Value in 2015	Malaysia's exports to world-Value in 2016	Malaysia's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
4408	"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ..."	0	0	0	0	14	0	67	0	69	65	312	65	0	0	55	46	0		125416	113580	94109	99259	112245	105530	114061	131066	87387	105112	105078	107871	90493	93417	90295	85848	76155		2597	5192	7632	12377	13144	15999	26086	32532	20291	27867	38303	39409	41153	47666	48648	41430	48752	
4419	"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ..."	34	5	21	792	2	0	0	0	3	8	6	0	5	0	0	0	0		3464	2816	2722	2920	2406	3537	4145	2092	2071	1597	1457	1214	1278	1515	741	1384	744		843	604	991	2126	1942	2010	3570	4759	4700	6461	8525	7360	11572	12923	17185	17156	11436	
4904	"Music, printed or in manuscript, whether or not bound or illustrated"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0		52	46	37	198	143	222	360	334	289	316	327	448	526	414	630	674	675		24	23	25	32	49	59	124	53	47	17	60	23	72	42	75	194	152	
5106	"Carded wool yarn (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		382	365	650	803	943	905	1159	943	845	470	459	491	502	413	321	308	174		8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
5112	"Woven fabrics of combed wool or of combed fine animal hair (excluding fabrics for technical ..."	0	0	0	0	0	218	3251	878	0	0	0	0	0	0	0	0	0		22	439	394	500	2	239	6597	1387	867	771	72	638	220	259	406	297	165		54777	70557	98813	156134	153560	141294	161460	162995	101617	110891	145120	115705	91730	95518	87496	70048	74985	
5304	"Sisal and other textile fibres of the genus Agave, raw or processed, but not spun; tow and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0		233	282	269	524	259	387	0	0	0	0	0	0	0	0	0	0	0	
5404	"Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	0	0	0	0	14	0	0	4	0	4	1	0	0	10	104	80	0		1208	1093	788	1031	1551	1133	1196	4191	1549	1501	2095	2136	2465	2479	2625	2014	2285		12945	17503	19238	24868	22530	28760	34474	24511	21862	25155	36427	32585	38927	40691	39282	33083	46232	
5502	"Artificial filament tow as specified in Note 1 to chapter 55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	2958	2042	2659	2180	958	563	312	54	113	605	136	148	802	387	30	43		58781	65970	36072	55609	45060	51626	81043	60299	70764	69529	73375	94799	98798	111281	112084	103440	108014	
5505	"Waste of man-made staple fibres, incl. noils, yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0		1686	722	358	207	171	429	158	566	719	910	2558	2799	3834	4239	2664	3333	1590		2327	4852	8986	9932	11494	9326	13815	11082	5740	9220	11160	6724	4988	5770	4518	5631	9535	
5512	"Woven fabrics containing >= 85% synthetic staple fibres by weight"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	316	537	0		2389	1116	1009	2284	2958	1958	2342	3966	6919	9026	7185	6636	4871	4000	1610	1436	2652		5245	6675	5130	6815	22456	10200	21761	20073	15626	24360	27774	21317	29415	40384	40345	28403	38468	
4815	"Floor coverings on a base of paper or paperboard, whether or not cut to size (excluding similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		70	18	4	24	34	0	30	81	0	0	0	0	0	0	0	0	0		3	312	9	14	10	10	0	0	0	0	0	0	0	0	0	0	0	
5703	"Carpets and other textile floor coverings, tufted "needle punched", whether or not made up"	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5268	6308	5794	5740	7779	7991	17559	9629	3870	4712	4765	9353	11118	13605	11618	12771	11073		16937	21658	26582	43888	61307	56231	52603	57154	30253	42806	48481	42465	45887	45671	43872	31309	31145	
5906	"Rubberised textile fabrics (excluding tyre cord fabric of high-tenacity yarn of nylon or other ..."	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0		364	894	749	1578	2099	2542	2261	3376	2600	3463	4121	4109	4103	5078	4537	4263	3811		7237	8392	7840	7910	7243	8939	10436	11686	9738	16517	22189	21663	24809	23544	22210	21607	26714	
6113	"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ..."	0	4	95	0	56	29	0	89	0	0	0	0	0	0	0	0	0		4722	4683	5394	5024	4740	14093	11956	10552	6226	1639	1103	410	2833	26584	3316	1039	1173		183	160	427	642	663	763	961	1372	1533	2057	2737	2389	3717	4594	4868	5537	4919	
6503	"Felt hats and other felt headgear, made from the hat bodies, hoods or plateaux of heading 6501, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		79	31	65	72	96	94	283	77	0	0	0	0	0	0	0	0	0		28	32	57	99	337	212	0	0	0	0	0	0	0	0	0	0	0	
6504	"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		57	15	135	32	137	24	49	28	71	173	186	24	6	40	123	149	35		315	348	632	454	386	598	515	696	430	1164	1494	1663	2598	1788	2363	2746	3352	
7204	"Ferrous waste and scrap; remelting scrap ingots of iron or steel (excluding slag, scale and ..."	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0		4913	3971	5203	9436	8788	14833	23168	17246	12329	20263	21443	21811	19890	16862	13581	30940	103878		477778	1018977	1855776	3013745	3143293	3911821	5591881	8961208	4240377	7122433	9767305	9418971	7511208	7150484	4288070	3962158	6138232	
7214	"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29675	11805	54951	61341	40324	90860	94108	226375	104147	75978	85258	66971	43703	39757	28453	38003	40238		4587	6115	7577	19101	16310	21363	28610	53465	22214	61278	74466	38947	75100	54452	48843	33466	62833	
7226	"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ..."	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0		492	2463	6369	10835	10913	7166	13685	13185	8805	12257	21083	14637	11551	11010	10516	11333	10669		7922	9788	16255	18816	30065	38945	45782	73200	46327	67164	100357	75289	92239	67280	55172	37497	43263	
7604	"Bars, rods and profiles, of aluminium, n.e.s."	0	0	0	1	0	0	0	0	0	0	0	0	0	4	14	99	0		49082	52680	56237	62878	67776	100729	97918	65335	50437	81990	128647	191379	181082	167644	199621	342519	206415		9570	11111	13261	21281	25612	38655	54775	58253	33417	37895	45195	41513	71358	55141	59857	49295	64156	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2228	2802	2960	2824	3636	3124	3480	3434	2193	2705	2252	2185	1735	2402	1373	2689	2792		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
7805	"Lead tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		246	273	40	97	9	2483	2437	40	0	0	0	0	0	0	0	0	0		4	1	0	2	68	0	0	0	0	0	0	0	0	0	0	0	0	
7806	"Articles of lead, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	62	13	0	0	0	0		5220	12124	15336	10913	8135	9387	4967	5218	5226	6488	25283	27174	28574	18974	11230	5732	5037		1795	1899	2406	4304	3537	3464	4314	2931	2587	6082	2679	3237	3341	4278	3079	3305	3712	
7905	"Zinc plates, sheets, strip and foil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		107	729	1128	1026	921	676	760	973	851	1665	5844	5799	7109	5491	11669	13071	6509		4	43	140	537	491	1197	1336	1535	958	1949	2342	3209	8778	6692	5393	5203	7147	
8003	"Tin bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	11	16	142	65	60	50	0		3894	3260	3223	7420	8286	10136	15705	15576	26608	18707	22853	11938	14665	23405	23229	23753	30506		182	470	808	1965	2264	2759	3577	2650	3058	2895	3106	3135	2988	3067	2408	1733	1531	
8004	"Tin plates, sheets and strip, of a thickness of > 0,2 mm"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		570	1299	1234	795	840	825	1472	606	0	0	0	0	0	0	0	0	0		0	2	5	10	13	0	0	0	0	0	0	0	0	0	0	0	0	
8109	"Zirconium and articles thereof, n.e.s.; zirconium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	17	1	85	0	10	11	2	11	7	19	23	121	46	80	12	0		328	769	126	211	186	137	158	347	251	214	731	909	1296	1195	1031	1096	1169	
8111	"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		27	0	9	0	0	9	13	70	14	0	423	30	64	557	93	99	180		138	308	407	1013	688	893	2584	3630	1781	2786	4125	2535	3487	4527	3489	3004	5526	
8112	"Beryllium, chromium, germanium, vanadium, gallium, hafnium "celtium", indium, niobium "columbium", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		74	170	177	139	232	845	171	41	66	380	3401	5435	2373	5005	2906	2242	1890		249	277	566	1058	982	1295	1597	4349	4624	1746	2628	2298	2612	3145	3879	4433	4030	
7313	"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		151	330	421	1461	2410	1337	1551	946	2434	3178	2584	2627	3527	1940	2223	1637	1429		488	403	211	437	715	921	1846	1434	597	3832	1082	1387	852	1234	1181	508	346	
7314	"Cloth, incl. endless bands, grill, netting and fencing, of iron or steel wire, expanded metal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5708	6812	8572	10703	12423	10797	9395	17794	13852	13874	19799	32586	33087	28750	26808	18825	20330		6995	8606	10113	11544	12067	18412	20660	20044	15109	19442	24032	26971	27291	25758	25765	26333	30669	
7416	"Copper springs (excluding clock and watch springs, spring washers and other lock washers)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1038	920	716	148	282	289	97	0	0	0	0	0	0	0	0	0	0		87	70	116	102	60	58	0	0	0	0	0	0	0	0	0	0	0	
7417	"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22	26	23	4	59	34	29	0	0	0	0	0	0	0	0	0	0		27	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
8304	"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ..."	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0		3795	1489	2490	4538	4733	6464	7627	11845	5111	5260	4082	2409	3415	1783	2309	3417	2988		112	169	202	604	966	843	913	973	705	1078	1746	1197	1415	2059	1670	1794	1088	
8401	"Nuclear reactors; fuel elements "cartridges", non-irradiated, for nuclear reactors; machinery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		175	426	675	2345	606	444	494	309	137	647	410	644	547	420	1485	556	61		1	2	1	23	0	0	154	0	1095	0	0	1	3	0	0	0	0	
8420	"Calendering or other rolling machines (other than for metals or glass) and cylinders therefor; ..."	0	0	0	0	0	1	1	1	0	1	0	0	0	23	0	0	0		1741	2382	2238	3310	2256	1648	2777	7982	1704	3376	2024	7917	1117	2989	4492	1323	1256		3651	11324	14003	11150	13451	12792	13275	12740	7909	13344	20231	16440	19517	15638	15001	27894	13719	
8437	"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery ..."	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0		3737	4412	2028	2730	2420	3512	5302	7127	5371	10519	7152	16022	15033	14449	7839	7581	5397		4607	8330	10537	12367	17611	23549	15881	23235	19240	23356	37215	33617	33119	28140	24883	25994	35000	
8458	"Lathes, incl. turning centres, for removing metal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4729	3906	4857	3715	3086	8320	5452	5447	2142	7865	5049	4415	4167	3749	3821	3664	5325		30427	44388	85435	134336	163010	175250	184744	165513	90259	134050	223103	228311	235665	244393	207442	197302	196866	
8469	"Typewriters and word-processing machines (excluding automatic data-processing machines and ..."	0	0	15	4	0	0	0	0	0	0	0	1	0	0	2	0	0		2379	13714	8546	11540	9794	8871	8950	2096	6567	7033	6392	6503	5645	7099	5088	2052	0		765	828	1961	1300	1518	4631	497	200	53	103	98	300	92	416	126	145	0	
8476	"Automatic goods-vending machines, e.g. postage stamp, cigarette, food or beverage machines, ..."	0	19	0	8	0	0	0	2	4	0	0	0	0	0	0	0	0		2656	1846	1594	2204	2371	3135	3275	2710	1552	2682	4470	4955	2800	2671	2184	3016	11470		3394	1237	1161	4154	6531	6444	11621	14585	8338	9908	9669	8065	9645	7572	6837	7207	9015	
8602	"Rail locomotives (excluding those powered from an external source of electricity or by accumulators); ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1003	0	11	0	7	185	175	30	34	22	13	2	13	136	1394	6	2		0	0	969	249	1016	2499	5517	5132	2365	3376	8554	2426	4679	42650	50719	4114	2932	
8709	"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ..."	0	0	0	0	0	0	0	1055	0	0	0	0	0	0	0	0	0		4063	2375	687	1203	4246	7722	6710	12029	19612	17019	17221	19027	30092	30927	26302	21320	21578		1456	1831	1683	7278	3662	5230	9833	11371	4665	10723	11420	16834	14606	12901	24886	14819	10119	
8712	"Bicycles and other cycles, incl. delivery tricycles, not motorised"	0	0	0	530	0	0	0	0	0	0	0	0	0	0	0	0	0		442	183	744	1370	11048	24364	19299	20569	15087	19808	11741	10868	5682	3644	3391	5784	7553		1852	1595	900	1575	4840	2273	2188	3111	2987	4639	7295	7645	9716	15147	16557	16667	20928	
8804	"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		136	140	73	2570	2084	5760	7133	4765	3172	432	506	98	0	44	54	20	21		190	338	266	369	386	250	1320	489	371	542	1252	1274	1135	860	1023	1591	569	
8901	"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2621	3912	428	3891	7312	8466	49256	34619	87646	48210	25568	33816	40372	95891	74538	76876	72684		487984	259729	59777	209363	734628	177085	544897	741008	622729	853556	1113558	664397	357382	212008	317837	139844	565685	
9007	"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		139675	15781	20132	8633	12493	59362	23929	13924	26270	47058	64143	54267	16780	14314	7165	6082	14295		817	2185	2463	3663	5898	4364	6075	5877	4338	3363	6102	2790	2518	1792	2470	1632	825	
9012	"Electron microscopes, proton microscopes and diffraction apparatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		565	512	926	2018	2223	4122	3871	2772	3576	3797	3770	15635	15791	17942	17732	10336	9921		720	790	2810	3366	3615	5679	9593	7669	3138	6811	4536	8440	8425	7567	6640	5685	6236	
9102	"Wrist-watches, pocket-watches and other watches, incl. stop-watches (excluding of precious ..."	244	381	452	338	445	103	11	3	0	0	5	0	4	102	10	1	0		42197	30265	24244	22472	19601	9272	3285	2311	1810	3576	6432	4475	22595	58320	28021	26276	22892		26470	39654	48491	78608	86565	95641	119070	149903	114186	174975	226111	201887	240993	236569	221112	190281	207896	
9108	"Watch movements, complete and assembled"	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0		15651	24373	26566	3413	1205	29067	33242	54545	20505	30072	38800	41181	36084	36382	797	2978	11682		532	2408	2132	2193	2958	2589	1944	1379	1110	2077	2144	2255	3130	3014	2169	2690	2673	
9303	"Firearms and similar devices which operate by the firing of an explosive charge, e.g. sporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		892	39	248	0	3	307	49	43	254	160	64	69	123	512	30	178	25		3635	513	1094	1236	1552	2039	2901	2622	1364	1882	2243	3412	4313	7816	6131	4526	3232	
9304	"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	34	8	0	7	67	15	36	71	177	55	28	0	31	58	9	41		695	472	563	697	1228	1646	2975	2539	1682	2489	1891	2461	2771	3109	3792	2826	3697	
9501	"Wheeled toys designed to be ridden by children, e.g. tricycles, scooters, pedal cars (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		127	45	1291	11677	194	241	245	57	0	0	0	0	0	0	0	0	0		1522	1042	738	860	2915	3630	0	0	0	0	0	0	0	0	0	0	0	
9602	"Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		67	187	60	134	162	444	345	694	316	597	288	688	1123	601	905	1257	920		2743	3647	4875	6886	7082	8032	8438	9508	8455	8401	9447	10337	13871	12847	14962	12589	14017	
9607	"Slide fasteners and parts thereof"	0	0	0	0	349	371	0	0	0	0	0	1	0	0	0	134	0		2692	5182	3623	4764	4990	5150	3359	6629	11198	5798	4389	3980	3843	3315	3121	4418	3454		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
9610	"Slates and boards, with writing or drawing surfaces, whether or not framed"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0		272	67	126	338	338	402	1734	1429	671	1041	952	3661	819	1959	2570	2154	2493		121	192	132	325	479	462	949	1133	801	662	334	841	676	12448	3314	1087	1016	
0714	"Roots and tubers of manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1252	1307	1455	1142	1260	1159	1322	1599	1066	1293	1683	1080	1287	1063	1007	990	861		465	443	5	4	104	0	562	7014	10	9	11	11	2220	86	202	8616	35148	
0808	"Apples, pears and quinces, fresh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		658	1240	1185	1735	1385	1305	1386	1682	1629	2544	3036	1917	2488	4028	1740	2664	1799		608	1299	1423	1672	3192	3291	4730	3475	4409	3070	6270	3822	2209	2875	1170	592	661	
1008	"Buckwheat, millet, canary seed and other cereals (excluding wheat and meslin, rye, barley, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		73	98	242	167	82	196	191	332	504	430	493	471	142	228	240	382	712		287	600	358	535	681	113	265	754	1051	1055	657	3941	1354	1985	2325	3543	3218	
1105	"Flour, meal, powder, flakes, granules and pellets of potatoes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		111	82	93	386	167	404	282	451	420	288	415	663	497	516	605	978	684		158	260	196	115	180	169	215	421	184	275	479	2318	3426	2413	2313	2897	3326	
1204	"Linseed, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	0	0	0	2	0	0	0	5	0	10	2	0	2	9	9		13	19	33	159	1610	2773	9675	573	432	2616	21389	54621	26212	24929	16896	69128	82802	
1205	"Rape or colza seeds, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		48	5	4	0	0	0	0	0	0	0	0	0	0	123	0	0	0		406	83	56	1578	18197	58364	103849	148132	66215	150379	72222	99439	78743	213819	115316	106635	28426	
1211	"Plants and parts of plants, incl. seeds and fruits, of a kind used primarily in perfumery, ..."	0	0	0	0	0	0	0	0	0	0	4	0	25	0	0	0	0		1363	1366	1068	1445	1737	2082	2889	3874	3521	5053	8494	6966	9337	11344	6358	7020	5825		1030	1301	1770	2324	2600	2725	2675	5234	3291	4235	4390	4940	5034	7135	6505	7623	9965	
1301	"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins"	6	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0		23	25	318	94	813	309	456	800	910	1100	1181	1086	653	671	4665	6810	3466		536	802	1403	2045	2465	2733	2482	2725	2905	2747	3162	3804	5212	6436	5364	7006	6495	
1501	"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excluding lard stearin ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	0	0	0	9	0	41	0	0	0	0	0	0		0	0	25	73	58	86	139	200	247	397	668	1703	2098	1595	1421	1395	1529	
1503	"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	40	0	3	0	0		6	8	14	43	25	91	52	75	24	131	98	144	75	139	147	106	60	
1522	"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1585	2035	5362	5444	6397	6881	10179	7194	6403	9146	8626	8236	7853	9212	8241	13184	14671		0	2	0	0	226	316	682	588	272	81	54	131	372	591	904	1101	1669	
1602	"Prepared or preserved meat, offal or blood (excluding sausages and similar products, and meat ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		12200	14697	15218	14996	11659	12698	16175	32986	36286	44678	49617	60349	74810	77415	78445	93786	103768		12	1	8	79	123	211	554	1460	414	759	924	1639	2430	3701	5412	3821	387	
1604	"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs"	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0		39377	38741	44100	47954	54816	64595	59690	73381	58193	65412	80514	84898	90506	102805	102270	106641	119106		288	341	634	538	753	1201	730	594	2169	2036	1363	1397	1000	3164	4038	4446	3916	
1801	"Cocoa beans, whole or broken, raw or roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14974	29010	21765	13757	14129	20732	34726	18036	37053	85014	83454	129157	113920	293041	226283	276486	312798		48609	68877	148020	153049	121805	98628	140908	158294	171672	230977	275472	243183	222428	266702	263600	281924	290959	
2001	"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		588	481	248	147	94	84	349	452	505	838	611	710	865	874	2032	2144	2338		233	255	264	451	505	271	607	1249	957	487	795	468	560	867	591	575	703	
2003	"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1919	1776	680	3016	2375	1856	2285	3505	1918	1538	751	310	415	4334	2279	1711	1866		93	17	20	43	67	241	105	146	69	70	125	19	76	175	120	360	93	
2202	"Waters, incl. mineral waters and aerated waters, containing added sugar or other sweetening ..."	0	0	0	0	0	0	18	40	0	0	0	0	32	9	0	0	0		55746	56379	65946	67647	71150	75683	97684	120272	120153	161021	237128	281930	335470	348353	312573	327330	325628		6871	2161	5650	17818	11626	20891	30766	36974	30157	32542	49025	46922	68567	68388	71102	71794	72114	
2203	"Beer made from malt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		38596	31590	38300	50113	60421	71220	86766	79362	74519	123352	130617	113317	151647	156203	119736	108679	94278		138	140	224	1822	1780	1406	1222	1360	982	1352	5032	3651	5090	7225	9018	9176	10121	
2205	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		91	86	47	209	110	120	183	143	165	468	60	1256	774	40	400	18	5		44	84	99	82	52	369	431	782	779	956	1244	736	759	746	511	127	349	
2307	"Wine lees; argol"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	0	0	0	0	0	0	28	0	0	0	0	0	0	0	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2504	"Natural graphite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	21	56	80	129	353	876	297	300	150	96	113	21	77	51	89	184		2526	2636	2726	3904	5255	4499	5531	9110	4864	8361	18038	11268	12422	8578	8302	8825	11331	
2506	"Quartz (excluding natural sands); quartzite, whether or not roughly trimmed or merely cut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		94	324	12	19	53	66	125	93	147	205	163	180	166	126	128	155	168		261	256	338	517	878	929	577	969	253	481	725	1071	1500	1216	777	700	758	
2510	"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	3	474	140	11	3	53	767	221	0	7	28	12	49	34	266	321		22430	30815	24696	13839	29404	37380	45796	159932	76271	65125	108992	104734	95459	101385	98690	102191	88413	
2512	"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29	31	57	75	32	37	96	56	36	10	368	36	56	23	17	38	83		634	788	1099	892	964	1101	1068	1223	983	908	1332	1683	1789	1611	2672	1530	2254	
2515	"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		164	142	160	593	438	955	731	1132	1035	1200	790	541	553	275	61	150	1115		1020	781	2157	1528	924	1122	1742	1282	416	1134	1055	899	2092	3193	2452	2034	2765	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		918	1401	1498	1600	1384	2307	38182	38114	45332	70768	120348	126869	45862	37369	43948	52607	63398		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
