Product code	Product label	Turkey's imports from United Arab Emirates-Value in 2001	Turkey's imports from United Arab Emirates-Value in 2002	Turkey's imports from United Arab Emirates-Value in 2003	Turkey's imports from United Arab Emirates-Value in 2004	Turkey's imports from United Arab Emirates-Value in 2005	Turkey's imports from United Arab Emirates-Value in 2006	Turkey's imports from United Arab Emirates-Value in 2007	Turkey's imports from United Arab Emirates-Value in 2008	Turkey's imports from United Arab Emirates-Value in 2009	Turkey's imports from United Arab Emirates-Value in 2010	Turkey's imports from United Arab Emirates-Value in 2011	Turkey's imports from United Arab Emirates-Value in 2012	Turkey's imports from United Arab Emirates-Value in 2013	Turkey's imports from United Arab Emirates-Value in 2014	Turkey's imports from United Arab Emirates-Value in 2015	Turkey's imports from United Arab Emirates-Value in 2016	Turkey's imports from United Arab Emirates-Value in 2017	United Arab Emirates's exports to world- 	United Arab Emirates's exports to world-Value in 2001	United Arab Emirates's exports to world-Value in 2002	United Arab Emirates's exports to world-Value in 2003	United Arab Emirates's exports to world-Value in 2004	United Arab Emirates's exports to world-Value in 2005	United Arab Emirates's exports to world-Value in 2006	United Arab Emirates's exports to world-Value in 2007	United Arab Emirates's exports to world-Value in 2008	United Arab Emirates's exports to world-Value in 2009	United Arab Emirates's exports to world-Value in 2010	United Arab Emirates's exports to world-Value in 2011	United Arab Emirates's exports to world-Value in 2012	United Arab Emirates's exports to world-Value in 2013	United Arab Emirates's exports to world-Value in 2014	United Arab Emirates's exports to world-Value in 2015	United Arab Emirates's exports to world-Value in 2016	United Arab Emirates's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7017	"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ..."	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0						372		754	1275				1389	1587	2287	531	1053	307		3539	4967	7056	8682	10881	9515	9323	8952	7023	7902	9022	9492	9855	10001	9697	10093	10263	
7201	"Pig iron and spiegeleisen, in pigs, blocks or other primary forms"	0	0	0	0	0	0	0	0	0	0	14923	0	0	0	0	0	0						149		948	482				514	476	159	153	22	11		22448	40738	49682	88572	120293	119362	317312	468674	227954	253575	598263	623942	414088	391691	342938	274005	361045	
7208	"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, ..."	0	0	0	0	0	13	0	18	0	0	0	0	0	0	0	1	0						22277		31056	69644				98682	69993	54956	23234	30002	67920		373751	573910	864469	1602720	2258760	2652463	3548918	4649930	1926608	2443772	2565426	2210567	2460236	1996889	1823976	1552978	2395750	
7213	"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	730	0	0	0	12	0						18747		5221	12466				154649	272284	205454	216847	181882	53104		32820	46198	85809	160114	197038	175763	231724	319765	178805	259168	303863	286383	303206	342409	222630	178427	260897	
7111	"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		33	0				0	0	356	136	0	125		13	1	8	8	27	43	43	30	7	16	1	2	0	27	29	12	8	
7401	"Copper mattes; cement copper "precipitated copper""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		35	20				3	0	191	0	379	26125		33	0	83	59	0	21	0	1	0	0	0	0	16	2	7324	13	30	
7413	"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						7712		3656	494				224	1312	946	2519	1162	2369		883	1840	1092	1284	1819	2652	3238	4548	6427	12742	5473	5502	12696	7757	38475	26961	6549	
7504	"Powders and flakes, of nickel (excluding nickel oxide sinters)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		0	55				0	7	77	40	0	5		596	594	837	1413	1883	2965	3949	4249	2135	3126	4089	3127	3588	2901	3558	2555	3009	
7508	"Articles of nickel, n.e.s. (excluding powder, flakes, bars, profiles, wire, plates, sheets, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0						3567		2960	2116				2659	12550	6794	3758	4003	2474		3546	4602	4250	24777	36190	45730	56804	78687	60831	65647	86380	98532	85147	91304	93061	91082	101293	
7605	"Aluminium wire (excluding stranded wire, cables, plaited bands and the like and other articles ..."	0	0	0	0	0	0	0	0	5	62	1685	2266	2543	507	0	58	0						16294		63329	22545				41664	37060	42539	27878	20127	67792		6492	7540	9574	15513	20571	17118	21901	43380	21247	36645	47189	58331	71526	64337	46675	47327	90798	
7611	"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						125		295	309				681	6622	1186	1495	816	474		473	273	333	996	875	1071	929	1658	1279	761	519	1093	1012	1857	192	519	2230	
7906	"Zinc tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						579		28645	0				0	0	0	0	0			18	14	15	38	145	227	0	0	0	0	0	0	0	0	0	0	0	
8007	"Articles of tin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						325		4379	4099				672	580	7038	2935	1974	5073		141	45	19	133	278	223	863	1304	397	270	293	169	287	419	169	219	137	
8105	"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		577	531				1202	289	221	75	37	34		2167	2387	4386	8883	7811	9670	14549	15971	7078	7967	8834	8393	9000	9075	8398	9079	11822	
8212	"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips"	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0						7252		11877	9213				172115	157408	70602	13758	13439	9724		16626	18833	20325	31452	41725	48827	44632	52250	60651	68789	68386	77108	69146	100418	80174	68941	67528	
8307	"Flexible tubing of base metal, with or without fittings"	0	0	0	0	0	0	0	0	0	49	50	0	0	2	1	115	0						2973		4745	5968				16571	11063	22312	145803	95150	2815		2135	3155	5543	6393	6681	6965	9725	13198	10552	12236	14561	18451	22336	28840	27906	24408	26601	
8310	"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ..."	0	0	2	1	0	2	0	0	4	0	9	0	1	0	1	3	0						482		1145	1293				3720	3720	4081	2106	1604	2729		740	1104	2102	4159	4058	5082	7593	8108	5150	7210	9559	8951	9132	8275	6738	6405	7407	
8429	"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, ..."	312	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0						225859		270587	317515				473390	486050	507717	267758	141175	56063		138882	130680	231161	468897	817429	1076342	1188379	619935	437989	785606	1266183	1339147	1267814	1027980	995529	1067584	1028993	
8434	"Milking machines and dairy machinery (excluding refrigerating or heat treatment equipment, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						341		621	977				2248	1402	2947	712	500	1278		3806	3838	6140	9618	14304	11230	24563	21453	11312	27888	44857	35811	28183	49852	21474	23282	13229	
8448	"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447, e.g. dobbies, ..."	0	0	4	5	0	27	87	57	26	66	64	72	45	40	33	8	0						1739		2459	4120				3341	4112	6561	4192	3424	1299		91190	155465	220955	226006	191996	181386	212733	155441	107694	156040	187256	182140	202176	211332	165348	170876	159902	
8454	"Converters, ladles, ingot moulds and casting machines of a kind used in metallurgy or in metal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1483		1126	1962				2608	848	2117	2227	1176	3357		20924	18272	43777	29766	118346	154861	58906	92687	91787	67235	116156	62804	54475	67946	78543	46714	50207	
8465	"Machine tools, incl. machines for nailing, stapling, glueing or otherwise assembling, for working ..."	2	8	0	0	42	2	0	5	114	0	0	0	0	0	0	2	0						12161		6072	4186				11453	15114	12734	5837	5597	4820		23583	32689	71177	100824	101878	148257	123752	186109	78288	91880	187647	121555	138913	147773	96680	74608	67730	
8472	"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ..."	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0						10348		14565	38234				22437	27071	18890	7272	6498	6993		19455	20376	19529	31917	90741	102033	109307	138073	95442	132456	155202	147911	192315	136367	141544	81680	122214	
8524	"Records, tapes and other recorded media for sound or other similarly recorded phenomena, incl. ..."	199	1	82	9	19	786	0	0	0	0	0	0	0	0	0	0	0						57070		56323	0				0	0	0	0	0			141296	100128	132400	128662	236238	200487	0	0	0	0	0	0	0	0	0	0	0	
8533	"Electrical resistors, incl. rheostats and potentiometers (excluding heating resistors); parts ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0						1722		1024	610				6089	4903	3628	779	512	869		15728	21985	27502	35813	29836	28122	29891	28853	22273	27048	33156	34599	37403	41190	39630	39572	47381	
8606	"Railway or tramway goods vans and wagons (excluding self-propelled and luggage vans and post ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1049		81	47				194	170	1635	126	41	68		1458	333	2259	9372	13924	30740	12535	11789	6110	5904	19189	5187	7610	30301	3068	4415	1442	
8701	"Tractors (other than tractors of heading 8709)"	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	54	0						37535		38389	39133				114298	131374	243643	159793	38116	9543		59233	108660	354649	580361	625391	727492	698971	676357	202700	724838	1223230	757190	646331	874958	1039328	681165	593257	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	0	6	0	0	0	0	6	0	0	0	0	0	0	0	5	1	0						593		1745	1644				14549	12911	9796	1019	1754	4841		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
9107	"Time switches with clock or watch movement or with synchronous motor"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						167		937	440				998	709	1128	172	78	110		9066	11777	15141	18723	19107	16317	13773	14180	12205	13142	18224	17893	18345	19221	16440	15065	21659	
9110	"Complete, unassembled or partly assembled watch or clock movements or movement sets; incomplete ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						4		76	1455				1325	1118	763	383	827	244		72	88	215	129	106	9	236	243	31	76	441	211	65	53	70	74	61	
9206	"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0						202		459	634				716	1756	1687	498	1795	134		234	463	479	716	1217	1176	1344	1723	1056	1646	2047	1704	1500	1472	1067	1048	1080	
9504	"Video game consoles and machines, articles for funfair, table or parlour games, incl. pintables, ..."	0	8	13	0	3	0	0	1	0	57	12	8	0	0	9	0	0						33415		43946	46232				126879	295904	355190	33413	31792	18478		6374	7472	12072	17804	20185	20143	26231	39434	39034	53120	55838	47313	32581	50864	50750	42633	51286	
0206	"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						804		695	261				441	143	496	422	115	400		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0208	"Meat and edible offal of rabbits, hares, pigeons and other animals, fresh, chilled or frozen ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						177		85	387				1449	1106	849	734	485	901		0	0	66	183	8	38	0	117	19	54	165	0	62	0	0	0	1	
0307	"Molluscs, fit for human consumption, even smoked, whether in shell or not, live, fresh, chilled, ..."	0	0	0	0	11	52	6	26	1	0	0	0	0	0	0	0	0						3475		11529	7205				39503	20302	18329	25009	18482	2977		1050	1960	2673	2707	3781	2792	3382	5329	3858	5183	14415	17312	15066	14728	18224	14763	15587	
0406	"Cheese and curd"	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0						7439		9878	9820				10660	13273	17227	30846	10935	45386		6394	8665	9137	16517	20034	16454	27112	18920	27748	26541	27911	34855	42072	45746	43342	37148	37578	
0408	"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						810		101	208				2806	2841	3408	413	363	2496		544	407	142	350	260	369	266	596	805	844	610	435	448	444	369	231	280	
0409	"Natural honey"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1558		793	875				1175	1079	2435	2041	3189	3558		466	690	1212	639	521	126	215	4002	113	2	0	1	0	68	2	6	3	
0703	"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled"	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						9957		17451	10293				21790	30612	15844	19706	15485	5344		167	911	1441	189	56	1629	4343	6730	2124	4276	10516	4634	6796	6627	8615	8065	1365	
0803	"Bananas, incl. plantains, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1838		3944	5459				1159	3678	4836	5676	4934	3110		16490	25622	36350	43250	61597	75220	100749	104829	84358	95349	110436	110391	115317	102537	108339	103121	102683	
0811	"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						29		293	288				196	246	279	149	390	421		126	77	213	372	588	421	1336	2549	1085	2302	4068	3613	2800	5358	7491	7400	6844	
0814	"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1		6	0				8	0	0	1	0	1		0	0	40	17	30	0	26	52	7	15	48	9	21	13	51	6	198	
0905	"Vanilla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						55		76	73				13	42	24	35	14	43		8	0	1	0	19	45	45	53	29	41	95	165	141	243	318	181	180	
0906	"Cinnamon and cinnamon-tree flowers"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0						2558		3562	2053				5160	3902	10037	8286	6994	519		163	297	300	377	255	530	500	413	581	1272	684	1061	1130	1732	1265	2083	3396	
0910	"Ginger, saffron, turmeric "curcuma", thyme, bay leaves, curry and other spices (excluding pepper ..."	10	0	0	0	0	5	0	0	10	4	0	6	0	0	0	0	0						13016		12285	17610				23116	22350	22203	31150	23691	10880		780	2055	1228	1026	1895	2094	6767	5120	4259	8005	5869	9297	10636	11660	14348	14494	16112	
1003	"Barley"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						104		1236	651				19503	49896	34993	6644	8701	4357		6327	2435	15718	39814	10608	12850	13588	92092	27770	11933	13693	26706	85782	164189	48081	9807	72391	
1102	"Cereal flours (excluding wheat or meslin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						891		1598	2094				2493	1907	2509	3771	2326	1324		4	5	3	6	7	21	134	99	88	99	58	61	107	41	117	160	120	
1202	"Groundnuts, whether or not shelled or broken (excluding roasted or otherwise cooked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						13875		24850	19225				3150	7764	6121	6016	7345	983		401	34	237	3578	24948	2236	20150	21448	4099	11302	20005	21976	10807	16309	58711	21485	23405	
1207	"Other oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, ..."	477	0	76	0	0	0	0	0	0	0	0	0	0	0	0	60	0						2811		7906	26935				18060	32556	7255	5559	3562	2867		22547	41531	44719	79728	88781	80584	95344	130380	131269	147405	142373	170941	226534	283975	275745	288877	299325	
1507	"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						11652		15230	22262				19993	31693	20128	18242	12409	13697		56213	71738	72670	47590	105484	124146	37372	25738	10484	7339	3349	1097	7053	6165	106	63	94	
1512	"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, ..."	16	0	44	0	0	0	0	0	0	0	0	0	0	0	0	1128	0						16911		10747	22845				18627	15864	14587	25368	46115	17550		63077	51745	54047	50576	138411	241095	140088	650122	471843	273625	629466	988450	918712	1201108	1101296	1015561	661061	
1513	"Coconut "copra", palm kernel or babassu oil and fractions thereof, whether or not refined, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						5264		2621	653				487	948	416	359	685	2037		23424	33473	41766	67206	75412	75156	92471	141968	102130	125685	191343	128825	107383	136816	104347	105375	127559	
1520	"Glycerol, crude; glycerol waters and glycerol lyes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		19	102				101	185	20	0	0	41		70	42	60	72	117	37	1843	4640	987	1365	2166	2690	1553	3326	2919	5169	5300	
2207	"Undenatured ethyl alcohol of an alcoholic strength of >= 80%; ethyl alcohol and other spirits, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						518		1079	1125				8672	7302	7483	450	297	1206		63	96	2960	17978	28116	33827	41356	46744	48764	56824	61684	62262	67921	73227	63074	58716	64508	
2302	"Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						362		1493	1312				8110	6199	8723	8817	8968	9460		3041	13565	29884	97540	50321	36266	58704	73377	42980	73353	121567	147353	192561	224758	212622	241271	320035	
2305	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		27	0				0	13	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	
2507	"Kaolin and other kaolinic clays, whether or not calcined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						91		208	175				162	4473	6261	1850	156	1440		12234	16211	21217	25981	30489	34722	42195	46819	34461	47559	57459	57848	54797	60137	54765	47643	53568	
2519	"Natural magnesium carbonate "magnesite"; fused magnesia; dead-burned "sintered" magnesia, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						21		37	185				2920	10556	4803	33	164	2168		8804	16138	20556	17263	25160	26329	34816	42665	29247	42385	46361	36845	39493	40807	28863	31626	34597	
2526	"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0						26		92	106				171	175	161	111	134	167		1885	3131	3724	5463	5093	5635	6170	6882	5226	6523	9692	7789	9123	8592	8597	9291	10825	
2529	"Feldspar; leucite, nepheline and nepheline syenite; fluorspar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						398		0	5				29	743	73	185	371	124		4031	2410	4268	8257	8256	9126	12038	13566	13085	15284	18280	24045	23454	22643	23297	19777	22842	
2606	"Aluminium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						410		1859	940				3876	2366	1860	111	21	2		3509	4383	5253	6716	9682	8347	12865	19429	7092	14710	16980	13337	15976	14307	10371	9831	16980	
2609	"Tin ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		1	0				2	0	28	2	0			0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	
2701	"Coal; briquettes, ovoids and similar solid fuels manufactured from coal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						226		179	71				8304	2715	1547	509	641	6063		297355	678154	926362	1217531	1573086	1971979	2560462	1253441	1127003	1148499	1274731	1134598	899664	826365	2956530	2627918	3899058	
2803	"Carbon "carbon blacks and other forms of carbon", n.e.s."	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0						172		716	1365				5229	4921	2768	497	385	9812		26977	36314	53142	68194	84855	97119	128944	180743	129465	202357	299568	258980	261042	254319	173622	142263	202823	
2814	"Ammonia, anhydrous or in aqueous solution"	0	0	0	0	0	0	7364	8584	0	0	0	0	0	0	0	0	0						432		490	546				424	293	289	250	330	8377		62586	71647	105600	151351	120129	176131	223654	338732	230041	304874	331546	316023	349205	292944	240364	167627	223601	
2818	"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0						73		71	78				1857	2515	4129	358	202	4535		11666	16696	21253	24703	27676	35326	38818	52265	34678	52287	59159	55491	64746	71272	58525	72087	75862	
2826	"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding inorganic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795	0	0						504		3155	4452				1507	2507	603	13079	25903	42064		2470	7563	4401	3403	5540	6604	8603	9019	3018	7846	7560	7707	8212	8157	9384	5926	6786	
2831	"Dithionites and sulfoxylates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		190	95				142	259	323	185	34	2979		8723	10102	10926	12870	12791	13887	15657	20881	16102	18986	18371	27454	30838	30864	25457	24102	23035	
2834	"Nitrites; nitrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						152		35	1136				1283	1755	3827	2746	1640	690		2874	7115	7526	9276	16179	20734	20078	28771	25671	40256	43563	42645	33403	44038	35408	37537	33719	
2835	"Phosphinates "hypophosphites", phosphonates "phosphites" and phosphates; polyphosphates, whether ..."	0	0	0	0	25	0	9	0	0	0	0	0	0	6	0	0	0						805		829	2956				2247	3062	3557	1953	1923	6512		48513	53941	61985	79016	96830	95661	98843	145571	68532	50314	49024	42945	45210	48818	46976	40211	44437	
2838	"Fulminates, cyanates and thiocyanates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2		39	0				0	0	0	0	0			119	146	197	185	228	258	0	0	0	0	0	0	0	0	0	0	0	
2851	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0						23		108	0				0	0	0	0	0			493	830	1582	949	644	587	0	0	0	0	0	0	0	0	0	0	0	
2903	"Halogenated derivatives of hydrocarbons"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0						7880		5063	5757				19389	20448	26606	11779	8914	10685		26025	51069	32576	52904	58911	51775	65597	64049	55832	79949	127594	89226	74623	86238	76105	99150	111424	
2913	"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						81		33	0				33	124	49	0	1			1286	849	1571	128	176	125	105	228	193	84	180	121	289	171	227	200	157	
2920	"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						410		287	245				983	100	269	100	263	426		3746	4287	4346	5862	5401	6668	8279	11113	6411	8075	9501	9074	8052	8940	8354	8278	9941	
2941	"Antibiotics"	0	0	64	114	0	201	0	0	0	0	0	0	0	0	0	0	0						28127		53913	44292				19835	11825	5021	3467	6830	568		191453	201486	190005	219313	227710	197422	186379	197178	181239	196859	222184	199614	196313	178947	188323	170080	149834	
3003	"Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						7389		1536	1350				5749	3114	6412	6659	3755	21952		70544	76841	95904	112064	121678	126553	128048	127637	125634	120351	131678	109164	98767	97176	102835	108719	119223	
1703	"Molasses resulting from the extraction or refining of sugar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						514		262	613				1343	1367	2921	3136	4138	4862		620	7895	8753	16664	22720	14826	29251	41017	20314	16996	18815	55866	55198	75411	39310	46240	40545	
1802	"Cocoa shells, husks, skins and other cocoa waste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		0	0				1	7	0	0	0			0	5	56	425	309	319	0	0	0	0	0	0	0	2	296	6	78	
1805	"Cocoa powder, not containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						104		48	88				769	2584	1501	996	923	266		5133	10983	20024	21496	13292	14111	19526	20460	26480	45856	71773	58329	64021	50481	49245	45678	57727	
1902	"Pasta, whether or not cooked or stuffed with meat or other substances or otherwise prepared, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						29500		38770	42117				74571	75042	66772	56306	63846	59997		443	578	875	1584	2239	2533	2954	4423	4608	5217	6047	6118	7722	14698	9261	7871	9004	
1905	"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ..."	0	0	3	0	0	0	14	1	0	0	0	0	0	11	93	130	0						49171		65986	61802				119800	119561	138829	160387	128350	230568		5757	5909	7231	13468	15440	18745	24265	36591	39198	48554	56400	63101	75091	60175	61465	63257	64569	
3404	"Artificial waxes and prepared waxes"	0	0	0	2	0	0	0	9	0	3	0	0	0	245	145	0	0						605		397	527				2101	1763	7606	3205	1047	4818		15633	15306	18382	22545	26269	29619	36156	40729	31784	41214	53578	51845	56844	65920	59304	59290	76081	
3407	"Modelling pastes, incl. those put up for children's amusement; preparations known as "dental ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0						246		587	86				1623	1734	1538	1069	578	237		934	1442	2399	3481	4229	6089	7284	11637	8689	9527	29848	27744	27712	22782	18623	19158	14784	
3705	"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						211		637	135				112	104	39	189	524	64		121	134	115	187	625	496	741	322	254	239	438	351	401	505	400	481	424	
3815	"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ..."	0	0	0	0	0	0	1	2	0	0	0	0	0	0	69	191	0						13817		2345	2225				11187	16878	74368	13073	18275	64421		44526	15753	26179	30524	36228	56083	76688	29315	52354	47823	73109	57078	49698	125964	84198	81351	104715	
3922	"Baths, shower-baths, sinks, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns ..."	0	0	0	0	0	0	0	0	0	67	1	0	1	0	0	0	0						5987		9752	6375				27867	26373	22335	17426	16633	19975		3900	5237	14133	21420	26623	30068	35572	31611	25428	35082	45424	44069	45848	49130	48875	41540	42393	
4419	"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ..."	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0						3731		3710	3079				2824	2356	2955	3718	1803	473		843	604	991	2126	1942	2010	3570	4759	4700	6461	8525	7360	11572	12923	17185	17156	11436	
4812	"Filter blocks, slabs and plates, of paper pulp"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						68		51	104				122	130	227	170	122	109		447	514	870	1270	1753	1869	1896	1828	1256	2546	2744	2602	2786	2640	1715	1475	2265	
4815	"Floor coverings on a base of paper or paperboard, whether or not cut to size (excluding similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		1	0				0	0	0	0	0			3	312	9	14	10	10	0	0	0	0	0	0	0	0	0	0	0	
4904	"Music, printed or in manuscript, whether or not bound or illustrated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		3	1				18	0	0	2	26	4		24	23	25	32	49	59	124	53	47	17	60	23	72	42	75	194	152	
5106	"Carded wool yarn (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						311		0	6				42	93	0	86	0			8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
